,best,strategy,acq_func,performance,params,xratio,delay,week
0,1.0,TwoStandardMovingAverage,ucb,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,12.490554094314575,27
1,1.0,TwoStandardMovingAverage,ei,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,3.956092596054077,27
2,1.0,TwoStandardMovingAverage,poi,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,6.249794960021973,27
0,1.0,TwoStandardMovingAverage,ucb,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,12.304264545440674,29
1,1.0,TwoStandardMovingAverage,ei,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,3.8607866764068604,29
2,1.0,TwoStandardMovingAverage,poi,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,6.371691703796387,29
0,1.0,TwoStandardMovingAverage,ucb,1.0690938086674562,"{'ma_long': 57.77926076699899, 'ma_short': 31.36542092908795}",27.468545988840507,9.306031942367554,31
1,1.0,TwoStandardMovingAverage,ei,1.0677708619175357,"{'ma_long': 57.802997673926775, 'ma_short': 32.66893149825877}",30.012220678855492,13.152072191238403,31
2,1.0,TwoStandardMovingAverage,poi,1.0350938337192122,"{'ma_long': 75.41079872238423, 'ma_short': 43.47263861969569}",150.7623345043113,15.864480972290039,31
0,1.0,TwoStandardMovingAverage,ucb,1.1141978118681977,"{'ma_long': 51.0766475853967, 'ma_short': 45.430898378846514}",24.739035885949285,9.715513467788696,33
1,1.0,TwoStandardMovingAverage,ei,1.1141978118681977,"{'ma_long': 51.09762235353685, 'ma_short': 45.27114348995138}",24.82874267955786,13.12076473236084,33
2,1.0,TwoStandardMovingAverage,poi,1.1141978118681977,"{'ma_long': 51.0, 'ma_short': 45.502462334438576}",26.948196142039116,10.250248432159424,33
0,1.0,TwoStandardMovingAverage,ucb,1.0310356825388922,"{'ma_long': 99.75406440127873, 'ma_short': 1.9553187358161033}",32.47186863459278,15.122193098068237,35
1,1.0,TwoStandardMovingAverage,ei,1.0037683205810972,"{'ma_long': 79.55545945308693, 'ma_short': 43.8084805168017}",395.7253206350191,10.87410593032837,35
2,1.0,TwoStandardMovingAverage,poi,1.0310356825388922,"{'ma_long': 88.4419857546067, 'ma_short': 3.842232485953194}",32.47186863459278,14.365747690200806,35
0,1.0,TwoStandardMovingAverage,ucb,1.1431620765465664,"{'ma_long': 51.02998553028053, 'ma_short': 31.148328606844128}",30.96544674917994,11.81308364868164,37
1,1.0,TwoStandardMovingAverage,ei,1.1431620765465664,"{'ma_long': 51.04259144282534, 'ma_short': 31.726434507613245}",33.61007455968141,7.158260822296143,37
2,1.0,TwoStandardMovingAverage,poi,1.1431620765465664,"{'ma_long': 51.05835277522226, 'ma_short': 31.060118161552968}",34.38708871741711,10.234907627105713,37
